MUNI_DEF,CCAA,PROVINCIA,MUNICIPIO,mun_code
2117,Andalucía,Córdoba,Villanueva del Rey-14071,14071
2118,Andalucía,Córdoba,Villaralto-14072,14072
2119,Andalucía,Córdoba,Villaviciosa de Córdoba-14073,14073
2120,Andalucía,Córdoba,"Viso, El-14074",14074
2122,Galicia,"Coruña, A",Abegondo-15001,15001
2123,Galicia,"Coruña, A",Ames-15002,15002
2124,Galicia,"Coruña, A",Aranga-15003,15003
2125,Galicia,"Coruña, A",Ares-15004,15004
2126,Galicia,"Coruña, A",Arteixo-15005,15005
2127,Galicia,"Coruña, A",Arzúa-15006,15006
2128,Galicia,"Coruña, A","Baña, A-15007",15007
2129,Galicia,"Coruña, A",Bergondo-15008,15008
2130,Galicia,"Coruña, A",Betanzos-15009,15009
2131,Galicia,"Coruña, A",Boimorto-15010,15010
2132,Galicia,"Coruña, A",Boiro-15011,15011
2133,Galicia,"Coruña, A",Boqueixón-15012,15012
2134,Galicia,"Coruña, A",Brión-15013,15013
2135,Galicia,"Coruña, A",Cabana de Bergantiños-15014,15014
2136,Galicia,"Coruña, A",Cabanas-15015,15015
2137,Galicia,"Coruña, A",Camariñas-15016,15016
2138,Galicia,"Coruña, A",Cambre-15017,15017
2139,Galicia,"Coruña, A","Capela, A-15018",15018
2140,Galicia,"Coruña, A",Carballo-15019,15019
2141,Galicia,"Coruña, A",Carnota-15020,15020
2142,Galicia,"Coruña, A",Carral-15021,15021
2143,Galicia,"Coruña, A",Cedeira-15022,15022
2144,Galicia,"Coruña, A",Cee-15023,15023
2145,Galicia,"Coruña, A",Cerceda-15024,15024
2146,Galicia,"Coruña, A",Cerdido-15025,15025
2147,Galicia,"Coruña, A",Coirós-15027,15027
2148,Galicia,"Coruña, A",Corcubión-15028,15028
2149,Galicia,"Coruña, A",Coristanco-15029,15029
2150,Galicia,"Coruña, A","Coruña, A-15030",15030
2151,Galicia,"Coruña, A",Culleredo-15031,15031
2152,Galicia,"Coruña, A",Curtis-15032,15032
2153,Galicia,"Coruña, A",Dodro-15033,15033
2154,Galicia,"Coruña, A",Dumbría-15034,15034
2155,Galicia,"Coruña, A",Fene-15035,15035
2156,Galicia,"Coruña, A",Ferrol-15036,15036
2157,Galicia,"Coruña, A",Fisterra-15037,15037
2158,Galicia,"Coruña, A",Frades-15038,15038
2159,Galicia,"Coruña, A",Irixoa-15039,15039
2160,Galicia,"Coruña, A",Laxe-15040,15040
2161,Galicia,"Coruña, A","Laracha, A-15041",15041
2162,Galicia,"Coruña, A",Lousame-15042,15042
2163,Galicia,"Coruña, A",Malpica de Bergantiños-15043,15043
2164,Galicia,"Coruña, A",Mañón-15044,15044
2165,Galicia,"Coruña, A",Mazaricos-15045,15045
2166,Galicia,"Coruña, A",Melide-15046,15046
2167,Galicia,"Coruña, A",Mesía-15047,15047
2168,Galicia,"Coruña, A",Miño-15048,15048
2169,Galicia,"Coruña, A",Moeche-15049,15049
2170,Galicia,"Coruña, A",Monfero-15050,15050
2171,Galicia,"Coruña, A",Mugardos-15051,15051
2172,Galicia,"Coruña, A",Muxía-15052,15052
2173,Galicia,"Coruña, A",Muros-15053,15053
2174,Galicia,"Coruña, A",Narón-15054,15054
2175,Galicia,"Coruña, A",Neda-15055,15055
2176,Galicia,"Coruña, A",Negreira-15056,15056
2177,Galicia,"Coruña, A",Noia-15057,15057
2178,Galicia,"Coruña, A",Oleiros-15058,15058
2179,Galicia,"Coruña, A",Ordes-15059,15059
2180,Galicia,"Coruña, A",Oroso-15060,15060
2181,Galicia,"Coruña, A",Ortigueira-15061,15061
2182,Galicia,"Coruña, A",Outes-15062,15062
2183,Galicia,"Coruña, A",Paderne-15064,15064
2184,Galicia,"Coruña, A",Padrón-15065,15065
2185,Galicia,"Coruña, A","Pino, O-15066",15066
2186,Galicia,"Coruña, A","Pobra do Caramiñal, A-15067",15067
2187,Galicia,"Coruña, A",Ponteceso-15068,15068
2188,Galicia,"Coruña, A",Pontedeume-15069,15069
2189,Galicia,"Coruña, A","Pontes de García Rodríguez, As-15070",15070
2190,Galicia,"Coruña, A",Porto do Son-15071,15071
2191,Galicia,"Coruña, A",Rianxo-15072,15072
2192,Galicia,"Coruña, A",Ribeira-15073,15073
2193,Galicia,"Coruña, A",Rois-15074,15074
2194,Galicia,"Coruña, A",Sada-15075,15075
2195,Galicia,"Coruña, A",San Sadurniño-15076,15076
2196,Galicia,"Coruña, A",Santa Comba-15077,15077
2197,Galicia,"Coruña, A",Santiago de Compostela-15078,15078
2198,Galicia,"Coruña, A",Santiso-15079,15079
2199,Galicia,"Coruña, A",Sobrado-15080,15080
2200,Galicia,"Coruña, A","Somozas, As-15081",15081
2201,Galicia,"Coruña, A",Teo-15082,15082
2202,Galicia,"Coruña, A",Toques-15083,15083
2203,Galicia,"Coruña, A",Tordoia-15084,15084
2204,Galicia,"Coruña, A",Touro-15085,15085
2205,Galicia,"Coruña, A",Trazo-15086,15086
2206,Galicia,"Coruña, A",Valdoviño-15087,15087
2207,Galicia,"Coruña, A",Val do Dubra-15088,15088
2208,Galicia,"Coruña, A",Vedra-15089,15089
2209,Galicia,"Coruña, A",Vilasantar-15090,15090
2210,Galicia,"Coruña, A",Vilarmaior-15091,15091
2211,Galicia,"Coruña, A",Vimianzo-15092,15092
2212,Galicia,"Coruña, A",Zas-15093,15093
2213,Galicia,"Coruña, A",Cariño-15901,15901
2214,Galicia,"Coruña, A",Oza-Cesuras-15902,15902
2221,Castilla-La Mancha,Cuenca,"Alberca de Záncara, La-16007",16007
2245,Castilla-La Mancha,Cuenca,Belmonte-16033,16033
2253,Castilla-La Mancha,Cuenca,Campillo de Altobuey-16042,16042
2270,Castilla-La Mancha,Cuenca,Casas de Fernando Alonso-16061,16061
2275,Castilla-La Mancha,Cuenca,Casasimarro-16066,16066
2283,Castilla-La Mancha,Cuenca,Cuenca-16078,16078
2290,Castilla-La Mancha,Cuenca,Fuente de Pedro Naharro-16086,16086
2305,Castilla-La Mancha,Cuenca,Honrubia-16102,16102
2308,Castilla-La Mancha,Cuenca,Horcajo de Santiago-16106,16106
2314,Castilla-La Mancha,Cuenca,Huete-16112,16112
2315,Castilla-La Mancha,Cuenca,Iniesta-16113,16113
2318,Castilla-La Mancha,Cuenca,Landete-16117,16117
2319,Castilla-La Mancha,Cuenca,Ledaña-16118,16118
2324,Castilla-La Mancha,Cuenca,"Mesas, Las-16124",16124
2325,Castilla-La Mancha,Cuenca,Minglanilla-16125,16125
2332,Castilla-La Mancha,Cuenca,Mota del Cuervo-16133,16133
2333,Castilla-La Mancha,Cuenca,Motilla del Palancar-16134,16134
2349,Castilla-La Mancha,Cuenca,"Pedernoso, El-16153",16153
2350,Castilla-La Mancha,Cuenca,"Pedroñeras, Las-16154",16154
2364,Castilla-La Mancha,Cuenca,Priego-16170,16170
2365,Castilla-La Mancha,Cuenca,"Provencio, El-16171",16171
2369,Castilla-La Mancha,Cuenca,Quintanar del Rey-16175,16175
2378,Castilla-La Mancha,Cuenca,San Clemente-16190,16190
2379,Castilla-La Mancha,Cuenca,San Lorenzo de la Parrilla-16191,16191
2386,Castilla-La Mancha,Cuenca,Sisante-16198,16198
2389,Castilla-La Mancha,Cuenca,Tarancón-16203,16203
2408,Castilla-La Mancha,Cuenca,Valverde de Júcar-16236,16236
2419,Castilla-La Mancha,Cuenca,Villalpardo-16248,16248
2420,Castilla-La Mancha,Cuenca,Villamayor de Santiago-16249,16249
2422,Castilla-La Mancha,Cuenca,Villanueva de la Jara-16251,16251
2428,Castilla-La Mancha,Cuenca,Villar de Olalla-16263,16263
2446,Castilla-La Mancha,Cuenca,"Valeras, Las-16903",16903
2448,Castilla-La Mancha,Cuenca,Arcas-16905,16905
2458,Cataluña,Girona,Alp-17006,17006
2459,Cataluña,Girona,Amer-17007,17007
2460,Cataluña,Girona,Anglès-17008,17008
2461,Cataluña,Girona,Arbúcies-17009,17009
2464,Cataluña,Girona,Avinyonet de Puigventós-17012,17012
2465,Cataluña,Girona,Begur-17013,17013
2467,Cataluña,Girona,Banyoles-17015,17015
2470,Cataluña,Girona,Besalú-17019,17019
2471,Cataluña,Girona,Bescanó-17020,17020
2473,Cataluña,Girona,"Bisbal Empordà, La-17022",17022
2474,Cataluña,Girona,Blanes-17023,17023
2476,Cataluña,Girona,Bordils-17025,17025
2478,Cataluña,Girona,Breda-17027,17027
2483,Cataluña,Girona,Cadaqués-17032,17032
2484,Cataluña,Girona,Caldes de Malavella-17033,17033
2485,Cataluña,Girona,Calonge-17034,17034
2487,Cataluña,Girona,Campdevànol-17036,17036
2490,Cataluña,Girona,Camprodon-17039,17039
2495,Cataluña,Girona,Cassà de la Selva-17044,17044
2496,Cataluña,Girona,Castellfollit de la Roca-17046,17046
2497,Cataluña,Girona,Castelló Empúries-17047,17047
2498,Cataluña,Girona,Castell-Platja Aro-17048,17048
2499,Cataluña,Girona,Celrà-17049,17049
2505,Cataluña,Girona,Cornellà del Terri-17056,17056
2506,Cataluña,Girona,Corçà-17057,17057
2510,Cataluña,Girona,"Escala, L-17062",17062
2514,Cataluña,Girona,Figueres-17066,17066
2515,Cataluña,Girona,Flaçà-17067,17067
2519,Cataluña,Girona,Fontcoberta-17071,17071
2520,Cataluña,Girona,Fornells de la Selva-17073,17073
2526,Cataluña,Girona,Girona-17079,17079
2530,Cataluña,Girona,Hostalric-17083,17083
2533,Cataluña,Girona,"Jonquera, La-17086",17086
2536,Cataluña,Girona,Llagostera-17089,17089
2539,Cataluña,Girona,Llançà-17092,17092
2540,Cataluña,Girona,Llers-17093,17093
2541,Cataluña,Girona,Llívia-17094,17094
2542,Cataluña,Girona,Lloret de Mar-17095,17095
2550,Cataluña,Girona,Maçanet de la Selva-17103,17103
2555,Cataluña,Girona,Mont-ras-17110,17110
2556,Cataluña,Girona,Navata-17111,17111
2558,Cataluña,Girona,Olot-17114,17114
2561,Cataluña,Girona,Palafrugell-17117,17117
2562,Cataluña,Girona,Palamós-17118,17118
2564,Cataluña,Girona,Palau-saverdera-17120,17120
2567,Cataluña,Girona,Pals-17124,17124
2573,Cataluña,Girona,Peralada-17132,17132
2574,Cataluña,Girona,"Planes Hostoles, Les-17133",17133
2578,Cataluña,Girona,Porqueres-17137,17137
2579,Cataluña,Girona,Portbou-17138,17138
2580,Cataluña,Girona,"Preses, Les-17139",17139
2582,Cataluña,Girona,Puigcerdà-17141,17141
2583,Cataluña,Girona,Quart-17142,17142
2586,Cataluña,Girona,Ribes de Freser-17145,17145
2587,Cataluña,Girona,Riells i Viabrea-17146,17146
2588,Cataluña,Girona,Ripoll-17147,17147
2589,Cataluña,Girona,Riudarenes-17148,17148
2591,Cataluña,Girona,Riudellots de la Selva-17150,17150
2593,Cataluña,Girona,Roses-17152,17152
2596,Cataluña,Girona,Salt-17155,17155
2600,Cataluña,Girona,Sant Feliu de Guíxols-17160,17160
2601,Cataluña,Girona,Sant Feliu de Pallerols-17161,17161
2603,Cataluña,Girona,Sant Gregori-17163,17163
2604,Cataluña,Girona,Sant Hilari Sacalm-17164,17164
2607,Cataluña,Girona,Sant Joan de les Abadesses-17167,17167
2609,Cataluña,Girona,Sant Julià de Ramis-17169,17169
2618,Cataluña,Girona,Sant Pere Pescador-17178,17178
2619,Cataluña,Girona,Santa Coloma de Farners-17180,17180
2620,Cataluña,Girona,Santa Cristina Aro-17181,17181
2623,Cataluña,Girona,Santa Pau-17184,17184
2624,Cataluña,Girona,Sant Joan les Fonts-17185,17185
2625,Cataluña,Girona,Sarrià de Ter-17186,17186
2628,Cataluña,Girona,"Cellera de Ter, La-17189",17189
2629,Cataluña,Girona,Serinyà-17190,17190
2632,Cataluña,Girona,Sils-17193,17193
2638,Cataluña,Girona,Torroella de Montgrí-17199,17199
2641,Cataluña,Girona,Tossa de Mar-17202,17202
2643,Cataluña,Girona,Ullà-17204,17204
2646,Cataluña,Girona,"Vall en Bas, La-17207",17207
2647,Cataluña,Girona,"Vall de Bianya, La-17208",17208
2650,Cataluña,Girona,Verges-17211,17211
2652,Cataluña,Girona,Vidreres-17213,17213
2654,Cataluña,Girona,Vilablareix-17215,17215
2658,Cataluña,Girona,Viladrau-17220,17220
2659,Cataluña,Girona,Vilafant-17221,17221
2661,Cataluña,Girona,Vilajuïga-17223,17223
2664,Cataluña,Girona,Vilamalla-17226,17226
2669,Cataluña,Girona,Vilobí Onyar-17233,17233
2671,Cataluña,Girona,"Cruïlles, Monells i Sant Sadurní de
Heura-17901",17901
2672,Cataluña,Girona,Forallac-17902,17902
2673,Cataluña,Girona,Sant Julià del Llor i Bonmatí-17903,17903
2676,Andalucía,Granada,Albolote-18003,18003
2679,Andalucía,Granada,Albuñol-18006,18006
2682,Andalucía,Granada,Alfacar-18011,18011
2683,Andalucía,Granada,Algarinejo-18012,18012
2684,Andalucía,Granada,Alhama de Granada-18013,18013
2685,Andalucía,Granada,Alhendín-18014,18014
2688,Andalucía,Granada,Almuñécar-18017,18017
2690,Andalucía,Granada,Arenas del Rey-18020,18020
2691,Andalucía,Granada,Armilla-18021,18021
2692,Andalucía,Granada,Atarfe-18022,18022
2693,Andalucía,Granada,Baza-18023,18023
2694,Andalucía,Granada,Beas de Granada-18024,18024
2696,Andalucía,Granada,Benalúa-18027,18027
2697,Andalucía,Granada,Benalúa de las Villas-18028,18028
2698,Andalucía,Granada,Benamaurel-18029,18029
2703,Andalucía,Granada,Cádiar-18035,18035
2704,Andalucía,Granada,Cájar-18036,18036
2706,Andalucía,Granada,Campotéjar-18038,18038
2707,Andalucía,Granada,Caniles-18039,18039
2712,Andalucía,Granada,Castilléjar-18045,18045
2713,Andalucía,Granada,Castril-18046,18046
2714,Andalucía,Granada,Cenes de la Vega-18047,18047
2715,Andalucía,Granada,Cijuela-18048,18048
2717,Andalucía,Granada,Cogollos de la Vega-18050,18050
2718,Andalucía,Granada,Colomera-18051,18051
2719,Andalucía,Granada,Cortes de Baza-18053,18053
2720,Andalucía,Granada,Cortes y Graena-18054,18054
2721,Andalucía,Granada,Cúllar-18056,18056
2722,Andalucía,Granada,Cúllar Vega-18057,18057
2723,Andalucía,Granada,Chauchina-18059,18059
2724,Andalucía,Granada,Chimeneas-18061,18061
2725,Andalucía,Granada,Churriana de la Vega-18062,18062
2726,Andalucía,Granada,Darro-18063,18063
2728,Andalucía,Granada,Deifontes-18066,18066
2730,Andalucía,Granada,Dílar-18068,18068
2733,Andalucía,Granada,Dúrcal-18071,18071
2736,Andalucía,Granada,Fonelas-18076,18076
2738,Andalucía,Granada,Fuente Vaqueros-18079,18079
2739,Andalucía,Granada,Galera-18082,18082
2741,Andalucía,Granada,Gójar-18084,18084
2744,Andalucía,Granada,Granada-18087,18087
2745,Andalucía,Granada,Guadahortuna-18088,18088
2746,Andalucía,Granada,Guadix-18089,18089
2747,Andalucía,Granada,Gualchos-18093,18093
2748,Andalucía,Granada,Güejar Sierra-18094,18094
2749,Andalucía,Granada,Güevéjar-18095,18095
2751,Andalucía,Granada,Huéneja-18097,18097
2752,Andalucía,Granada,Huéscar-18098,18098
2753,Andalucía,Granada,Huétor de Santillán-18099,18099
2754,Andalucía,Granada,Huétor Tájar-18100,18100
2755,Andalucía,Granada,Huétor Vega-18101,18101
2756,Andalucía,Granada,Illora-18102,18102
2757,Andalucía,Granada,Itrabo-18103,18103
2758,Andalucía,Granada,Iznalloz-18105,18105
2759,Andalucía,Granada,Jayena-18107,18107
2760,Andalucía,Granada,Jerez del Marquesado-18108,18108
2762,Andalucía,Granada,Jun-18111,18111
2765,Andalucía,Granada,Láchar-18115,18115
2766,Andalucía,Granada,Lanjarón-18116,18116
2768,Andalucía,Granada,Lecrín-18119,18119
2771,Andalucía,Granada,Loja-18122,18122
2774,Andalucía,Granada,"Malahá, La-18126",18126
2775,Andalucía,Granada,Maracena-18127,18127
2777,Andalucía,Granada,Moclín-18132,18132
2778,Andalucía,Granada,Molvízar-18133,18133
2779,Andalucía,Granada,Monachil-18134,18134
2780,Andalucía,Granada,Montefrío-18135,18135
2781,Andalucía,Granada,Montejícar-18136,18136
2782,Andalucía,Granada,Montillana-18137,18137
2783,Andalucía,Granada,Moraleda de Zafayona-18138,18138
2784,Andalucía,Granada,Motril-18140,18140
2786,Andalucía,Granada,Nigüelas-18143,18143
2788,Andalucía,Granada,Ogíjares-18145,18145
2789,Andalucía,Granada,Orce-18146,18146
2790,Andalucía,Granada,Orgiva-18147,18147
2791,Andalucía,Granada,Otívar-18148,18148
2792,Andalucía,Granada,Villa de Otura-18149,18149
2793,Andalucía,Granada,Padul-18150,18150
2795,Andalucía,Granada,Pedro Martínez-18152,18152
2796,Andalucía,Granada,Peligros-18153,18153
2797,Andalucía,Granada,"Peza, La-18154",18154
2798,Andalucía,Granada,Pinos Genil-18157,18157
2799,Andalucía,Granada,Pinos Puente-18158,18158
2800,Andalucía,Granada,Píñar-18159,18159
2802,Andalucía,Granada,Polopos-18162,18162
2804,Andalucía,Granada,Puebla de Don Fadrique-18164,18164
2805,Andalucía,Granada,Pulianas-18165,18165
2806,Andalucía,Granada,Purullena-18167,18167
2809,Andalucía,Granada,Salar-18171,18171
2810,Andalucía,Granada,Salobreña-18173,18173
2812,Andalucía,Granada,Santa Fe-18175,18175
2819,Andalucía,Granada,Ugíjar-18182,18182
2821,Andalucía,Granada,Vélez de Benaudalla-18184,18184
2824,Andalucía,Granada,Villanueva Mesía-18188,18188
2826,Andalucía,Granada,Zafarraya-18192,18192
2827,Andalucía,Granada,"Zubia, La-18193",18193
2828,Andalucía,Granada,Zújar-18194,18194
2830,Andalucía,Granada,"Valle,El-18902",18902
2831,Andalucía,Granada,Nevada-18903,18903
2832,Andalucía,Granada,Alpujarra de la Sierra-18904,18904
2833,Andalucía,Granada,"Gabias, Las-18905",18905
2834,Andalucía,Granada,"Guajares, Los-18906",18906
2835,Andalucía,Granada,Valle del Zalabí-18907,18907
2836,Andalucía,Granada,Villamena-18908,18908
2838,Andalucía,Granada,"Pinar,El-18910",18910
2839,Andalucía,Granada,Vegas del Genil-18911,18911
2840,Andalucía,Granada,Cuevas del Campo-18912,18912
2847,Castilla-La Mancha,Guadalajara,Albalate de Zorita-19006,19006
2860,Castilla-La Mancha,Guadalajara,Almoguera-19021,19021
2863,Castilla-La Mancha,Guadalajara,Alovera-19024,19024
2879,Castilla-La Mancha,Guadalajara,Azuqueca de Henares-19046,19046
2886,Castilla-La Mancha,Guadalajara,Brihuega-19053,19053
2890,Castilla-La Mancha,Guadalajara,Cabanillas del Campo-19058,19058
2899,Castilla-La Mancha,Guadalajara,"Casar, El-19071",19071
2909,Castilla-La Mancha,Guadalajara,Cifuentes-19086,19086
2924,Castilla-La Mancha,Guadalajara,Chiloeches-19105,19105
2936,Castilla-La Mancha,Guadalajara,Fontanar-19117,19117
2945,Castilla-La Mancha,Guadalajara,Galápagos-19126,19126
2948,Castilla-La Mancha,Guadalajara,Guadalajara-19130,19130
2957,Castilla-La Mancha,Guadalajara,Horche-19143,19143
2963,Castilla-La Mancha,Guadalajara,Humanes-19151,19151
2968,Castilla-La Mancha,Guadalajara,Jadraque-19156,19156
2971,Castilla-La Mancha,Guadalajara,Loranca de Tajuña-19160,19160
2981,Castilla-La Mancha,Guadalajara,Marchamalo-19171,19171
2999,Castilla-La Mancha,Guadalajara,Molina de Aragón-19190,19190
3001,Castilla-La Mancha,Guadalajara,Mondéjar-19192,19192
3018,Castilla-La Mancha,Guadalajara,Pastrana-19212,19212
3026,Castilla-La Mancha,Guadalajara,Pioz-19220,19220
3031,Castilla-La Mancha,Guadalajara,Pozo de Guadalajara-19225,19225
3050,Castilla-La Mancha,Guadalajara,Sacedón-19245,19245
3061,Castilla-La Mancha,Guadalajara,Sigüenza-19257,19257
3077,Castilla-La Mancha,Guadalajara,Torija-19274,19274
3081,Castilla-La Mancha,Guadalajara,Torrejón del Rey-19280,19280
3091,Castilla-La Mancha,Guadalajara,Trijueque-19290,19290
3092,Castilla-La Mancha,Guadalajara,Trillo-19291,19291
3093,Castilla-La Mancha,Guadalajara,Uceda-19293,19293
3099,Castilla-La Mancha,Guadalajara,Valdeaveruelo-19300,19300
3114,Castilla-La Mancha,Guadalajara,Villanueva de la Torre-19319,19319
3120,Castilla-La Mancha,Guadalajara,Yebes-19326,19326
3124,Castilla-La Mancha,Guadalajara,Yunquera de Henares-19331,19331
3219,Andalucía,Huelva,Aljaraque-21002,21002
3221,Andalucía,Huelva,Almonaster la Real-21004,21004
3222,Andalucía,Huelva,Almonte-21005,21005
3223,Andalucía,Huelva,Alosno-21006,21006
3224,Andalucía,Huelva,Aracena-21007,21007
3225,Andalucía,Huelva,Aroche-21008,21008
3227,Andalucía,Huelva,Ayamonte-21010,21010
3228,Andalucía,Huelva,Beas-21011,21011
3230,Andalucía,Huelva,Bollullos Par del Condado-21013,21013
3231,Andalucía,Huelva,Bonares-21014,21014
3233,Andalucía,Huelva,Cala-21016,21016
3234,Andalucía,Huelva,Calañas-21017,21017
3235,Andalucía,Huelva,"Campillo, El-21018",21018
3238,Andalucía,Huelva,Cartaya-21021,21021
3240,Andalucía,Huelva,"Cerro de Andévalo, El-21023",21023
3242,Andalucía,Huelva,Cortegana-21025,21025
3246,Andalucía,Huelva,Cumbres Mayores-21029,21029
3247,Andalucía,Huelva,Chucena-21030,21030
3248,Andalucía,Huelva,Encinasola-21031,21031
3249,Andalucía,Huelva,Escacena del Campo-21032,21032
3251,Andalucía,Huelva,Galaroza-21034,21034
3252,Andalucía,Huelva,Gibraleón-21035,21035
3255,Andalucía,Huelva,Higuera de la Sierra-21038,21038
3257,Andalucía,Huelva,Hinojos-21040,21040
3258,Andalucía,Huelva,Huelva-21041,21041
3259,Andalucía,Huelva,Isla Cristina-21042,21042
3260,Andalucía,Huelva,Jabugo-21043,21043
3261,Andalucía,Huelva,Lepe-21044,21044
3263,Andalucía,Huelva,Lucena del Puerto-21046,21046
3264,Andalucía,Huelva,Manzanilla-21047,21047
3266,Andalucía,Huelva,Minas de Riotinto-21049,21049
3267,Andalucía,Huelva,Moguer-21050,21050
3269,Andalucía,Huelva,Nerva-21052,21052
3270,Andalucía,Huelva,Niebla-21053,21053
3271,Andalucía,Huelva,"Palma del Condado, La-21054",21054
3272,Andalucía,Huelva,Palos de la Frontera-21055,21055
3273,Andalucía,Huelva,Paterna del Campo-21056,21056
3274,Andalucía,Huelva,Paymogo-21057,21057
3275,Andalucía,Huelva,Puebla de Guzmán-21058,21058
3277,Andalucía,Huelva,Punta Umbría-21060,21060
3278,Andalucía,Huelva,Rociana del Condado-21061,21061
3279,Andalucía,Huelva,Rosal de la Frontera-21062,21062
3280,Andalucía,Huelva,San Bartolomé de la Torre-21063,21063
3281,Andalucía,Huelva,San Juan del Puerto-21064,21064
3285,Andalucía,Huelva,Santa Bárbara de Casa-21068,21068
3286,Andalucía,Huelva,Santa Olalla del Cala-21069,21069
3287,Andalucía,Huelva,Trigueros-21070,21070
3289,Andalucía,Huelva,Valverde del Camino-21072,21072
3290,Andalucía,Huelva,Villablanca-21073,21073
3291,Andalucía,Huelva,Villalba del Alcor-21074,21074
3293,Andalucía,Huelva,Villanueva de los Castillejos-21076,21076
3294,Andalucía,Huelva,Villarrasa-21077,21077
3295,Andalucía,Huelva,Zalamea la Real-21078,21078
3302,Aragón,Huesca,Albalate de Cinca-22007,22007
3311,Aragón,Huesca,Alcolea de Cinca-22017,22017
3315,Aragón,Huesca,Almudévar-22021,22021
3319,Aragón,Huesca,Altorricón-22025,22025
3327,Aragón,Huesca,Ayerbe-22039,22039
3336,Aragón,Huesca,Barbastro-22048,22048
3340,Aragón,Huesca,Belver de Cinca-22052,22052
3341,Aragón,Huesca,Benabarre-22053,22053
3342,Aragón,Huesca,Benasque-22054,22054
3346,Aragón,Huesca,Biescas-22059,22059
3347,Aragón,Huesca,Binaced-22060,22060
3348,Aragón,Huesca,Binéfar-22061,22061
3352,Aragón,Huesca,Boltaña-22066,22066
3386,Aragón,Huesca,Fraga-22112,22112
3390,Aragón,Huesca,Grañén-22116,22116
3391,Aragón,Huesca,Graus-22117,22117
3392,Aragón,Huesca,Gurrea de Gállego-22119,22119
3395,Aragón,Huesca,Huesca-22125,22125
3400,Aragón,Huesca,Jaca-22130,22130
3404,Aragón,Huesca,Lalueza-22136,22136
3405,Aragón,Huesca,Lanaja-22137,22137
3417,Aragón,Huesca,Monzón-22158,22158
3444,Aragón,Huesca,Sabiñánigo-22199,22199
3449,Aragón,Huesca,Sallent de Gállego-22204,22204
3456,Aragón,Huesca,Sariñena-22213,22213
3465,Aragón,Huesca,Tamarite de Litera-22225,22225
3466,Aragón,Huesca,Tardienta-22226,22226
3473,Aragón,Huesca,Torrente de Cinca-22234,22234
3489,Aragón,Huesca,Zaidín-22254,22254
3493,Aragón,Huesca,"Sotonera,La-22904",22904
3496,Aragón,Huesca,Aínsa-Sobrarbe-22907,22907
3499,Andalucía,Jaén,Albanchez de Mágina-23001,23001
3500,Andalucía,Jaén,Alcalá la Real-23002,23002
3501,Andalucía,Jaén,Alcaudete-23003,23003
3503,Andalucía,Jaén,Andújar-23005,23005
3504,Andalucía,Jaén,Arjona-23006,23006
3505,Andalucía,Jaén,Arjonilla-23007,23007
3506,Andalucía,Jaén,Arquillos-23008,23008
3507,Andalucía,Jaén,Baeza-23009,23009
3508,Andalucía,Jaén,Bailén-23010,23010
3509,Andalucía,Jaén,Baños de la Encina-23011,23011
3510,Andalucía,Jaén,Beas de Segura-23012,23012
3511,Andalucía,Jaén,Begíjar-23014,23014
3512,Andalucía,Jaén,Bélmez de la Moraleda-23015,23015
3514,Andalucía,Jaén,Cabra del Santo Cristo-23017,23017
3515,Andalucía,Jaén,Cambil-23018,23018
3516,Andalucía,Jaén,Campillo de Arenas-23019,23019
3517,Andalucía,Jaén,Canena-23020,23020
3519,Andalucía,Jaén,"Carolina, La-23024",23024
3520,Andalucía,Jaén,Castellar-23025,23025
3521,Andalucía,Jaén,Castillo de Locubín-23026,23026
3523,Andalucía,Jaén,Cazorla-23028,23028
3524,Andalucía,Jaén,Chiclana de Segura-23029,23029
3525,Andalucía,Jaén,Chilluévar-23030,23030
3528,Andalucía,Jaén,Frailes-23033,23033
3529,Andalucía,Jaén,Fuensanta de Martos-23034,23034
3530,Andalucía,Jaén,Fuerte del Rey-23035,23035
3532,Andalucía,Jaén,"Guardia de Jaén, La-23038",23038
3533,Andalucía,Jaén,Guarromán-23039,23039
3534,Andalucía,Jaén,Lahiguera-23040,23040
3538,Andalucía,Jaén,Huelma-23044,23044
3539,Andalucía,Jaén,Huesa-23045,23045
3540,Andalucía,Jaén,Ibros-23046,23046
3541,Andalucía,Jaén,"Iruela, La-23047",23047
3542,Andalucía,Jaén,Iznatoraf-23048,23048
3543,Andalucía,Jaén,Jabalquinto-23049,23049
3544,Andalucía,Jaén,Jaén-23050,23050
3545,Andalucía,Jaén,Jamilena-23051,23051
3546,Andalucía,Jaén,Jimena-23052,23052
3547,Andalucía,Jaén,Jódar-23053,23053
3549,Andalucía,Jaén,Linares-23055,23055
3550,Andalucía,Jaén,Lopera-23056,23056
3552,Andalucía,Jaén,Mancha Real-23058,23058
3553,Andalucía,Jaén,Marmolejo-23059,23059
3554,Andalucía,Jaén,Martos-23060,23060
3555,Andalucía,Jaén,Mengíbar-23061,23061
3556,Andalucía,Jaén,Montizón-23062,23062
3557,Andalucía,Jaén,Navas de San Juan-23063,23063
3558,Andalucía,Jaén,Noalejo-23064,23064
3559,Andalucía,Jaén,Orcera-23065,23065
3560,Andalucía,Jaén,Peal de Becerro-23066,23066
3561,Andalucía,Jaén,Pegalajar-23067,23067
3562,Andalucía,Jaén,Porcuna-23069,23069
3563,Andalucía,Jaén,Pozo Alcón-23070,23070
3564,Andalucía,Jaén,Puente de Génave-23071,23071
